279,0.023134,0.99121,0.189526
282,0.020814,0.989623,0.188793
283,0.020692,0.989257,0.187206
283,0.021058,0.990234,0.18684
284,0.019716,0.991333,0.188671
285,0.022157,0.991943,0.188671
286,0.024354,0.988891,0.188915
287,0.022645,0.990234,0.189526
288,0.021181,0.992797,0.187939
290,0.021058,0.994506,0.186352
291,0.022035,0.993042,0.186962
292,0.021547,0.9906,0.189037
293,0.02057,0.989745,0.18916
295,0.022035,0.988158,0.189648
296,0.023866,0.985106,0.190136
297,0.024721,0.986938,0.191357
298,0.024354,0.990844,0.193066
300,0.022157,0.989257,0.191479
301,0.019349,0.986938,0.188183
302,0.018739,0.986571,0.18684
303,0.021303,0.985473,0.186962
305,0.023012,0.986816,0.18745
306,0.022279,0.988281,0.187817
307,0.022401,0.98767,0.188183
308,0.023988,0.986816,0.188183
310,0.024354,0.987914,0.188549
311,0.023866,0.98999,0.189037
312,0.023866,0.989135,0.189526
313,0.023622,0.987182,0.191113
315,0.022645,0.986449,0.192822
316,0.021058,0.987182,0.191479
317,0.021425,0.989868,0.190747
318,0.023134,0.990356,0.192089
320,0.021913,0.989257,0.191967
321,0.020326,0.990966,0.190502
322,0.020204,0.994018,0.189404
323,0.019838,0.993042,0.19038
325,0.020692,0.989501,0.191479
326,0.022035,0.987426,0.19038
327,0.021547,0.986449,0.18916
328,0.020814,0.986205,0.190136
330,0.02057,0.986816,0.189526
331,0.018617,0.987426,0.188183
332,0.017274,0.988647,0.18684
333,0.019349,0.988891,0.185009
335,0.022523,0.985839,0.185131
336,0.023012,0.983764,0.185131
337,0.021791,0.984496,0.18452
338,0.021547,0.986571,0.186474
340,0.020448,0.988036,0.190747
341,0.019838,0.987182,0.192089
342,0.020936,0.985595,0.190747
346,0.021425,0.985595,0.190136
347,0.020448,0.986571,0.190747
348,0.021791,0.982665,0.191235
350,0.021303,0.982787,0.187817
351,0.020448,0.982665,0.186962
352,0.020814,0.981322,0.190258
353,0.022035,0.982177,0.193798
355,0.022645,0.984252,0.19563
356,0.023134,0.986205,0.193432
357,0.023866,0.986327,0.188427
358,0.02411,0.983275,0.186474
360,0.023378,0.980834,0.187328
361,0.021913,0.982421,0.188915
362,0.02057,0.985351,0.190136
363,0.020692,0.986449,0.190991
365,0.021913,0.985106,0.191357
367,0.022523,0.982909,0.191113
368,0.021547,0.981322,0.190624
370,0.020204,0.981933,0.191479
371,0.019838,0.982543,0.192578
372,0.020936,0.986449,0.191357
373,0.021303,0.988403,0.190869
375,0.020326,0.985473,0.191235
376,0.02057,0.98413,0.190991
377,0.021669,0.987304,0.189648
378,0.022157,0.989623,0.187572
380,0.021425,0.989135,0.187817
381,0.019349,0.988647,0.19038
382,0.019593,0.988769,0.192456
383,0.022523,0.989013,0.191967
385,0.024477,0.988158,0.18916
386,0.02411,0.986694,0.187695
387,0.022768,0.988525,0.188549
388,0.022035,0.993896,0.190014
390,0.022401,0.998535,0.190869
391,0.023134,0.998901,0.190136
392,0.023744,0.995361,0.189037
393,0.024354,0.991577,0.18916
395,0.023256,0.989257,0.190624
396,0.021425,0.988647,0.191601
397,0.020326,0.990356,0.190869
398,0.020204,0.993164,0.18977
400,0.020082,0.992675,0.189404
401,0.020692,0.98999,0.190014
402,0.021058,0.990722,0.190991
403,0.020448,0.993042,0.190624
405,0.020692,0.99353,0.187817
406,0.021913,0.993164,0.18623
407,0.023256,0.992919,0.189526
408,0.02289,0.988403,0.193554
410,0.02057,0.984618,0.192456
411,0.019105,0.985473,0.189404
412,0.019349,0.988403,0.186962
413,0.020326,0.990844,0.187084
415,0.022035,0.990356,0.188915
416,0.022401,0.991088,0.18916
417,0.021181,0.991821,0.188061
418,0.02057,0.990112,0.188915
420,0.021181,0.989379,0.19038
421,0.020814,0.990966,0.190502
422,0.020936,0.990722,0.190624
423,0.020814,0.987548,0.190136
425,0.018495,0.984984,0.18977
426,0.018983,0.985106,0.189892
427,0.021181,0.987792,0.190624
428,0.01996,0.988403,0.189892
430,0.016908,0.988525,0.18916
431,0.016297,0.989501,0.19038
433,0.01764,0.989257,0.190624
435,0.019227,0.988525,0.189648
436,0.022035,0.988525,0.186718
437,0.023256,0.990844,0.188305
438,0.022157,0.989501,0.190991
440,0.02057,0.989257,0.189404
441,0.019593,0.989013,0.187695
442,0.021058,0.986694,0.186962
443,0.0235,0.985351,0.185741
445,0.023012,0.986816,0.18745
446,0.020326,0.988036,0.192578
447,0.019349,0.988647,0.194287
448,0.020326,0.988281,0.190747
450,0.021913,0.986816,0.188061
451,0.023378,0.987426,0.189037
455,0.024354,0.989013,0.190258
456,0.022157,0.987426,0.188427
457,0.018983,0.985839,0.189037
458,0.019105,0.986816,0.188305
460,0.021913,0.989013,0.18623
461,0.025087,0.991821,0.184154
462,0.023866,0.99353,0.184398
463,0.020814,0.992919,0.187695
465,0.020692,0.990478,0.190624
466,0.022035,0.9906,0.189404
467,0.022279,0.991577,0.188915
468,0.021547,0.990356,0.190747
470,0.021181,0.990478,0.191235
471,0.022279,0.9906,0.192089
472,0.023134,0.992065,0.192944
473,0.022401,0.993896,0.191113
475,0.01996,0.992553,0.188305
476,0.019471,0.991699,0.187695
477,0.021669,0.991333,0.190136
478,0.0235,0.991577,0.193554
480,0.023622,0.989013,0.193188
481,0.023012,0.985473,0.189892
482,0.022401,0.986938,0.189282
483,0.022157,0.9906,0.191357
485,0.022035,0.992187,0.190747
486,0.020448,0.990722,0.188793
487,0.019471,0.989501,0.188183
488,0.021425,0.989257,0.188793
490,0.023866,0.988525,0.190624
491,0.024477,0.986694,0.191601
492,0.0235,0.985106,0.189526
493,0.023744,0.985473,0.187817
495,0.024354,0.986816,0.189037
496,0.024599,0.98706,0.192333
497,0.024599,0.988158,0.193798
498,0.023622,0.990356,0.191967
500,0.024354,0.990112,0.189892
501,0.024721,0.988403,0.18977
502,0.023622,0.98706,0.188793
503,0.02289,0.987182,0.188305
505,0.022645,0.987548,0.189526
506,0.022279,0.986327,0.19038
507,0.022645,0.984984,0.190502
533,0.023744,0.984252,0.191113
535,0.022645,0.985961,0.189282
536,0.025453,0.985839,0.18916
537,0.023622,0.987548,0.187328
538,0.021913,0.990112,0.188427
540,0.021425,0.988891,0.189526
541,0.022035,0.988036,0.189526
542,0.022035,0.98999,0.188427
543,0.020692,0.990844,0.188793
545,0.020936,0.988891,0.188305
546,0.022645,0.98706,0.186596
547,0.022523,0.98767,0.187206
548,0.021181,0.9906,0.187817
550,0.019838,0.993896,0.186108
551,0.019349,0.99353,0.186108
552,0.01996,0.989013,0.188305
556,0.018861,0.985839,0.188549
557,0.018739,0.989379,0.187084
558,0.021181,0.990112,0.189526
560,0.020814,0.988525,0.190624
561,0.020936,0.988281,0.19038
562,0.021791,0.990478,0.188427
563,0.022157,0.993042,0.187939
565,0.022401,0.993408,0.188427
566,0.022523,0.992309,0.189282
567,0.022768,0.9906,0.190258
568,0.02289,0.988769,0.188305
570,0.021547,0.989501,0.187206
571,0.020814,0.992065,0.188915
572,0.021425,0.991821,0.189282
573,0.022035,0.989501,0.188793
575,0.02289,0.986571,0.190869
576,0.022768,0.983764,0.191723
577,0.022523,0.984008,0.189648
578,0.022645,0.984496,0.188305
580,0.021547,0.98474,0.186962
581,0.01996,0.985717,0.185863
582,0.019349,0.985473,0.18745
583,0.020326,0.985473,0.189526
585,0.022523,0.984618,0.19038
586,0.0235,0.983275,0.190747
587,0.022523,0.983886,0.191479
588,0.020082,0.986327,0.192089
590,0.019349,0.987548,0.191479
591,0.020326,0.986327,0.190258
592,0.020082,0.985961,0.190258
593,0.018495,0.986327,0.190014
595,0.018617,0.985717,0.189892
596,0.021791,0.985229,0.191723
611,0.023134,0.984496,0.193188
612,0.021058,0.988525,0.190624
613,0.021547,0.989623,0.183056
615,0.022645,0.986449,0.184765
616,0.022523,0.986938,0.188183
617,0.022157,0.986694,0.189404
618,0.021913,0.987182,0.18916
620,0.022157,0.990478,0.190502
621,0.022401,0.992797,0.190014
622,0.022279,0.991943,0.189404
623,0.022645,0.990356,0.190014
625,0.02289,0.990234,0.18916
626,0.020936,0.989623,0.18977
627,0.018251,0.987304,0.191967
628,0.019105,0.988036,0.192211
630,0.0235,0.992065,0.191479
631,0.025087,0.99414,0.191845
632,0.022401,0.992797,0.191845
633,0.019349,0.991455,0.191113
635,0.018861,0.990966,0.19038
636,0.019593,0.988891,0.189892
637,0.02057,0.985717,0.189648
638,0.021547,0.986205,0.189892
640,0.021669,0.989013,0.188793
641,0.021303,0.991088,0.187328
642,0.021303,0.990844,0.188183
643,0.021913,0.988525,0.19038
645,0.020448,0.987548,0.190136
646,0.018129,0.988769,0.18684
647,0.018006,0.99121,0.186352
648,0.019716,0.993042,0.190991
650,0.021425,0.99121,0.193798
651,0.022157,0.987304,0.192578
652,0.021058,0.985106,0.191357
653,0.019105,0.986083,0.19038
655,0.019105,0.988525,0.188061
656,0.020204,0.989379,0.185375
660,0.02057,0.990234,0.184643
661,0.01764,0.989623,0.189282
662,0.02057,0.985839,0.188061
663,0.02289,0.986938,0.186474
665,0.022401,0.989623,0.186352
666,0.02057,0.990722,0.18745
667,0.019716,0.986816,0.187695
668,0.01996,0.982909,0.188549
670,0.021303,0.984618,0.189526
671,0.022768,0.98999,0.191113
672,0.022768,0.994262,0.191235
673,0.020814,0.994751,0.189282
675,0.019105,0.990722,0.188915
676,0.02057,0.987426,0.189892
677,0.02289,0.987548,0.190136
678,0.022279,0.990234,0.189648
680,0.021547,0.99414,0.188915
681,0.021425,0.992919,0.187695
682,0.020326,0.99121,0.18684
683,0.020204,0.992065,0.18745
685,0.021303,0.991577,0.188305
686,0.021547,0.991943,0.189037
687,0.020326,0.993652,0.191601
688,0.020326,0.993896,0.193676
690,0.020814,0.992431,0.191845
691,0.020692,0.991088,0.18745
692,0.021303,0.988158,0.186108
693,0.023256,0.984984,0.188427
695,0.025331,0.986938,0.189526
696,0.025453,0.990966,0.187572
697,0.023378,0.991943,0.183666
698,0.022523,0.990234,0.182323
700,0.024477,0.989745,0.184887
701,0.025087,0.990478,0.187084
702,0.022768,0.990112,0.187939
703,0.01996,0.988891,0.187572
705,0.020936,0.989501,0.186474
706,0.024354,0.991821,0.186596
707,0.025209,0.994262,0.188305
708,0.023012,0.994629,0.188671
710,0.021547,0.990844,0.187817
711,0.021547,0.987182,0.188183
712,0.022401,0.987792,0.190258
713,0.024232,0.989745,0.192333
715,0.02643,0.989135,0.191723
716,0.026552,0.990112,0.19038
717,0.023866,0.992675,0.18977
718,0.022157,0.991699,0.188549
720,0.021058,0.990356,0.188305
721,0.020814,0.990234,0.188915
722,0.021913,0.989745,0.189404
725,0.022279,0.9906,0.188549
726,0.021303,0.992309,0.185253
727,0.021669,0.990356,0.186474
728,0.024477,0.989013,0.189648
730,0.025941,0.990478,0.189282
731,0.025819,0.993286,0.188427
732,0.023622,0.995117,0.188915
733,0.021303,0.993774,0.191235
735,0.021058,0.989379,0.191479
736,0.021791,0.982421,0.189037
737,0.022157,0.978636,0.187084
738,0.021913,0.981444,0.185985
740,0.022035,0.984618,0.185985
741,0.022279,0.985473,0.186108
742,0.019471,0.985717,0.18623
743,0.017274,0.985351,0.185497
745,0.018739,0.984252,0.185863
746,0.019105,0.982299,0.189648
747,0.018861,0.980956,0.191479
748,0.020082,0.979613,0.190624
750,0.021181,0.980712,0.191113
751,0.021547,0.98474,0.190991
752,0.021181,0.988036,0.190014
753,0.019838,0.987426,0.190014
755,0.017762,0.983886,0.191357
756,0.017518,0.980956,0.191967
757,0.018983,0.979247,0.190991
758,0.020204,0.979369,0.190624
763,0.021058,0.981566,0.19038
765,0.021547,0.985595,0.189404
766,0.019716,0.986938,0.191357
767,0.020448,0.985351,0.191601
768,0.021058,0.986938,0.191601
771,0.021791,0.988647,0.1927
772,0.022035,0.988525,0.194409
773,0.020936,0.987914,0.1927
775,0.019471,0.990234,0.18977
776,0.01996,0.989013,0.191845
777,0.020448,0.986205,0.195019
778,0.020692,0.985106,0.195874
780,0.019716,0.986083,0.194287
781,0.021058,0.988769,0.191601
782,0.023866,0.990722,0.190014
783,0.0235,0.992797,0.188915
785,0.022279,0.99353,0.190014
786,0.020326,0.992553,0.192211
787,0.019593,0.990356,0.190258
788,0.021791,0.988036,0.187695
790,0.022035,0.98706,0.19038
791,0.020326,0.987914,0.192333
792,0.018983,0.990722,0.190624
793,0.019105,0.992919,0.189037
795,0.020326,0.992065,0.186718
796,0.02057,0.989745,0.186108
797,0.019716,0.989868,0.189282
798,0.01996,0.991943,0.191601
800,0.021425,0.993042,0.193066
801,0.022645,0.991943,0.192578
802,0.022157,0.989013,0.189648
803,0.021058,0.986083,0.189892
805,0.02057,0.984984,0.191113
806,0.021547,0.986816,0.190747
807,0.023988,0.989135,0.190747
808,0.024843,0.990844,0.189037
810,0.023378,0.99121,0.187084
811,0.021303,0.990234,0.187328
812,0.019227,0.986938,0.188305
813,0.019838,0.984008,0.188549
815,0.02057,0.983886,0.188183
816,0.019349,0.986571,0.188427
817,0.019105,0.990966,0.189404
818,0.020936,0.993408,0.19038
820,0.022645,0.992919,0.1927
821,0.022401,0.992187,0.194165
822,0.022279,0.992065,0.190502
823,0.022768,0.991821,0.186596
825,0.02289,0.990478,0.187939
826,0.02289,0.987426,0.191113
827,0.023134,0.985351,0.19038
828,0.022523,0.985473,0.189037
830,0.02057,0.986083,0.192089
831,0.018983,0.985351,0.194897
832,0.01996,0.985717,0.193676
833,0.019593,0.986083,0.190014
835,0.017884,0.985839,0.186596
836,0.019105,0.986449,0.185497
837,0.021425,0.987548,0.18684
838,0.02289,0.987548,0.187817
840,0.022645,0.982787,0.188061
841,0.021791,0.982299,0.187572
842,0.023866,0.985473,0.18745
843,0.023622,0.985839,0.190258
845,0.018739,0.98706,0.194775
846,0.018861,0.98474,0.194653
847,0.023256,0.983642,0.192333
848,0.023988,0.98413,0.192822
850,0.021425,0.986083,0.191601
851,0.020692,0.990722,0.189037
852,0.021425,0.992553,0.188549
853,0.019471,0.994018,0.189892
855,0.020326,0.991333,0.188793
856,0.0235,0.987182,0.188061
857,0.021181,0.986327,0.188915
858,0.019227,0.988891,0.189892
860,0.022768,0.991943,0.191845
861,0.024965,0.989379,0.19038
865,0.022523,0.987914,0.187572
866,0.021181,0.988158,0.185985
867,0.018129,0.990844,0.189892
868,0.021425,0.993408,0.191235
870,0.023988,0.993286,0.190869
871,0.022035,0.990356,0.190624
872,0.021303,0.9906,0.190014
873,0.022768,0.990478,0.189892
875,0.022279,0.988158,0.191601
876,0.02057,0.989257,0.192456
877,0.021547,0.992675,0.191723
878,0.024232,0.992553,0.190502
880,0.023622,0.992797,0.190502
881,0.023134,0.994262,0.191479
882,0.025087,0.99353,0.19038
883,0.023012,0.99121,0.187817
885,0.018495,0.988281,0.187084
886,0.020448,0.985473,0.188183
887,0.024721,0.986327,0.189892
888,0.0235,0.988891,0.191845
890,0.021058,0.987304,0.192089
891,0.021303,0.983397,0.189282
892,0.020814,0.980834,0.18623
893,0.019838,0.980101,0.185985
895,0.022035,0.981688,0.189282
896,0.023744,0.985473,0.191967
897,0.021669,0.988158,0.191479
898,0.019349,0.986449,0.18916
900,0.02057,0.984008,0.187084
901,0.021425,0.984252,0.187328
902,0.020326,0.985473,0.189892
903,0.019471,0.985595,0.191113
905,0.020326,0.983886,0.187939
906,0.021913,0.981688,0.185497
907,0.022035,0.983153,0.187206
908,0.020326,0.985229,0.190014
910,0.018129,0.987548,0.191723
911,0.019471,0.9906,0.190258
912,0.022401,0.99121,0.18977
913,0.021425,0.989623,0.190747
915,0.019593,0.985717,0.190136
916,0.02057,0.985229,0.190258
917,0.022401,0.988158,0.190502
918,0.023622,0.987914,0.188305
920,0.023134,0.984984,0.186718
922,0.022523,0.985106,0.187695
923,0.023012,0.988525,0.190869
925,0.023378,0.98999,0.192822
926,0.021181,0.98999,0.189892
927,0.018983,0.990234,0.187695
928,0.017762,0.990112,0.188061
930,0.018495,0.990844,0.18916
931,0.02057,0.991699,0.188549
932,0.020936,0.991333,0.188183
933,0.020448,0.990844,0.188549
935,0.020082,0.9906,0.188183
936,0.019227,0.990722,0.188305
937,0.019227,0.991088,0.189282
938,0.020692,0.991088,0.191357
940,0.021913,0.991699,0.193798
941,0.023012,0.991577,0.192578
942,0.022768,0.990478,0.189892
